; oligo-analysis  -v 1 -sort -i $RSAT/public_html/tmp/www-data/2020/02/17/retrieve-seq_2020-02-17.102400_zNNOQn.fasta.fasta -format fasta -return occ -table -1str -noov -quick_if_possible -seqtype dna -bg upstream-noorf -org Escherichia_coli_GCF_000005845.2_ASM584v2 -pseudo 0.01 -l 2 -o $RSAT/public_html/tmp/www-data/2020/02/17/oligo-analysis_2020-02-17.104844_7ZpmZl_2nt.tab
; Citation: van Helden et al. (1998). J Mol Biol 281(5), 827-42. 
; Program version              	1.169
; Slow counting mode           
; Oligomer length              	2
; Input file                   	$RSAT/public_html/tmp/www-data/2020/02/17/retrieve-seq_2020-02-17.102400_zNNOQn.fasta.fasta
; Input format                 	fasta
; Output file                  	$RSAT/public_html/tmp/www-data/2020/02/17/oligo-analysis_2020-02-17.104844_7ZpmZl_2nt.tab
; Discard overlapping matches
; Counted on a single strand
; Number of output patterns	16
# seq	aa	ac	ag	at	ca	cc	cg	ct	ga	gc	gg	gt	ta	tc	tg	tt
puuE	5	2	3	1	1	2	2	0	4	0	1	4	1	2	3	2
pspF	14	7	8	17	11	4	4	9	12	8	3	8	8	10	16	17
pspA	17	8	9	17	16	3	4	8	10	8	4	7	8	12	11	14
pspB	3	3	3	2	3	4	8	3	2	6	3	3	3	5	0	1
pspD	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1
pspE	6	2	4	8	5	1	3	2	4	4	6	3	5	5	3	6
ycjM	11	13	8	14	14	10	11	14	9	13	6	10	11	14	13	19
ycjN	2	1	1	1	1	0	0	1	1	0	1	0	0	2	0	0
ycjO	1	2	2	1	3	2	1	0	2	1	2	0	0	1	0	0
ycjQ	2	1	4	0	2	1	1	1	1	2	2	2	2	1	0	4
ycjR	5	0	1	1	1	0	0	0	2	0	1	0	0	1	1	1
ycjS	0	0	1	0	0	0	0	1	1	0	1	1	0	1	0	1
ycjV	3	1	1	1	2	0	0	0	1	0	1	0	0	1	0	0
ompG	5	3	4	5	5	2	0	0	3	1	5	0	4	1	0	1
ycjW	10	7	7	12	10	9	8	9	12	9	7	10	4	11	16	7
ycjX	7	10	9	12	16	7	8	7	11	9	9	7	4	12	10	10
tyrR	7	4	5	14	8	8	6	7	7	5	4	12	8	13	13	14
tpx	7	6	7	8	4	1	6	7	5	7	5	12	12	4	11	9
ycjG	9	12	7	8	11	5	6	7	4	7	1	6	12	5	4	7
mpaA	17	10	7	11	10	5	5	5	12	6	2	3	5	5	9	5
ymjC	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
ycjY	14	8	4	20	11	5	4	7	9	1	4	5	13	13	7	6
pgrR	6	5	7	20	7	4	4	4	13	1	5	8	13	9	11	14
mppA	21	21	10	31	15	5	15	21	21	11	9	17	26	18	24	43
ynaI	8	7	6	14	7	9	6	13	12	8	7	5	9	11	12	11
insH1	11	5	13	14	12	7	6	6	11	8	9	7	9	12	7	8
ynaJ	27	14	19	21	16	7	11	12	22	12	14	13	15	14	17	16
uspE	7	8	6	15	12	4	2	10	7	3	4	9	10	13	11	18
fnr	16	14	10	17	12	4	2	15	8	7	4	8	20	8	11	22
ogt	1	1	2	0	0	0	1	0	3	0	1	0	0	0	0	0
abgT	7	7	1	1	7	2	2	0	2	2	1	0	0	0	1	0
abgA	15	15	8	13	9	5	8	8	13	4	6	12	14	6	12	10
abgR	10	12	8	13	12	6	8	8	6	4	5	15	14	13	9	15
mcaS	24	14	9	27	16	10	10	6	10	7	4	12	24	12	9	19
smrA	19	12	6	27	9	4	10	9	12	7	10	14	24	10	16	24
ydaM	22	11	8	30	18	9	9	14	11	11	4	12	20	19	17	18
ydaN	18	12	14	30	17	4	9	8	19	11	9	11	20	11	18	22
fnrS	10	4	5	6	8	3	4	8	2	6	2	4	5	9	3	5
dbpA	11	16	12	22	13	23	19	14	25	15	3	10	12	15	18	13
ttcA	4	2	4	3	4	5	0	1	3	3	0	2	3	0	4	4
ydaQ	6	3	4	9	7	2	4	4	3	6	3	3	5	6	5	5
ralA	9	4	4	13	7	3	4	5	7	7	2	3	7	5	9	9
ralR	5	2	2	5	3	3	2	2	3	4	2	2	3	1	5	6
recE	12	5	7	8	7	2	4	4	7	6	4	6	6	4	8	5
racC	9	4	4	7	3	2	2	4	6	3	3	1	6	3	4	7
kilR	33	21	25	27	26	17	21	19	22	24	25	38	24	21	38	28
sieB	28	38	19	27	38	25	21	25	21	24	17	21	24	22	26	33
ydaF	1	0	0	1	1	0	1	0	1	1	0	0	0	1	0	1
ydaG	15	20	23	21	26	23	15	12	13	20	17	15	24	13	11	21
racR	14	6	9	12	9	4	5	5	7	10	5	5	12	2	8	4
ydaS	4	5	5	12	8	5	5	9	2	10	4	6	12	7	9	14
ydaT	3	1	2	3	3	0	0	0	2	1	1	0	0	2	1	1
ydaU	2	0	1	0	1	1	0	0	0	1	0	1	0	1	0	1
ydaV	0	1	0	0	0	1	0	1	1	0	0	0	0	0	1	0
rzoR	13	10	11	15	13	6	16	13	14	20	6	11	8	12	19	6
trkG	15	4	12	21	8	0	0	3	11	2	4	7	17	5	8	13
ynaK	7	8	6	13	10	7	2	10	4	8	5	8	13	6	12	10
tmpR	16	14	19	32	13	13	17	22	25	20	16	30	27	18	39	29
lomR	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
insH1	16	23	15	20	30	25	24	14	17	23	15	18	10	23	19	13
stfR	2	3	5	2	5	3	3	1	2	5	6	6	3	1	5	6
pinR	28	28	6	30	28	11	13	16	13	8	5	10	23	21	12	33
ynaE	38	31	22	66	45	21	11	31	21	20	7	14	52	37	22	34
ttcC	6	11	3	17	14	8	11	12	7	14	3	5	11	11	12	17
uspF	8	7	3	10	6	6	5	14	4	7	6	7	9	11	10	13
ompN	21	10	11	28	11	5	7	10	12	6	9	7	27	11	7	24
micC	24	7	10	28	7	9	7	11	11	6	5	10	27	12	11	21
pfo	18	11	14	19	20	11	15	16	13	26	8	9	11	13	19	21
ydbJ	21	9	16	19	19	8	15	14	13	26	11	11	11	13	20	18
hslJ	7	4	7	9	8	10	1	10	8	4	2	3	5	11	7	7
ldhA	18	6	12	22	12	4	5	7	9	9	5	14	19	9	14	23
ydbH	23	14	7	22	14	5	5	12	9	9	4	6	19	9	12	18
ydbL	0	0	0	1	0	0	0	0	1	0	1	1	0	0	2	0
feaR	16	17	13	16	22	7	10	15	10	15	1	13	14	15	15	19
feaB	19	13	15	16	15	1	10	13	15	15	7	17	14	10	22	16
tynA	18	20	12	17	24	10	8	13	13	16	10	14	13	9	23	13
paaZ	21	16	14	31	21	5	11	8	15	9	2	17	25	15	16	32
paaA	32	17	8	31	16	2	11	14	15	9	5	16	25	15	21	21
paaB	1	0	1	1	1	0	0	0	2	0	1	0	0	1	0	1
paaC	1	0	0	0	0	0	1	0	1	0	2	1	0	1	0	0
paaD	0	0	3	1	1	0	0	0	3	0	2	1	0	0	1	0
paaE	0	0	0	1	0	1	0	0	1	1	1	0	0	0	1	0
paaK	1	3	1	2	3	2	1	2	1	2	0	1	3	1	1	0
paaX	8	7	6	7	8	4	6	5	7	6	5	6	6	5	7	1
ynbG	20	9	9	22	11	8	3	6	9	4	3	3	19	8	4	11
ydbA	11	3	6	22	4	3	3	9	8	4	8	9	19	9	11	20
insC1	20	16	13	15	17	11	4	12	10	5	5	11	17	12	10	16
insI1	16	11	12	15	10	5	4	13	12	5	11	16	17	10	17	20
ydbC	6	11	8	15	12	6	11	11	7	10	7	15	15	13	14	26
ydbD	5	1	3	7	4	1	1	2	4	3	3	1	3	2	4	7
ynbA	13	8	5	22	10	8	7	6	13	5	6	7	13	10	13	14
ynbC	3	0	3	1	0	0	0	0	3	0	1	0	1	0	0	0
ynbD	1	2	0	0	0	0	3	0	1	0	1	2	1	1	0	0
azoR	14	9	11	20	14	4	9	10	9	12	8	11	16	13	12	15
hrpA	15	11	10	20	12	8	9	11	13	12	4	9	16	9	14	14
ydcF	25	10	18	22	13	9	10	18	15	14	13	10	22	17	11	21
aldA	12	14	4	16	13	10	6	13	11	6	2	9	9	13	16	23
gapC	15	11	7	15	13	10	8	9	10	5	6	9	9	15	9	20
cybB	20	9	9	15	9	6	8	7	15	5	10	11	9	10	13	15
rydC	12	6	6	26	6	4	8	3	13	4	8	8	18	7	12	15
ydcA	15	8	3	26	12	8	8	6	7	4	4	6	18	13	6	12
trg	20	13	20	21	20	12	13	14	17	12	11	19	18	22	15	26
ydcI	19	12	8	20	18	6	9	13	6	11	4	14	15	17	14	19
ydcJ	19	14	13	20	14	4	9	8	17	11	6	12	15	6	18	19
opgD	19	14	10	22	21	10	9	12	13	12	6	5	11	16	11	15
ydcH	5	7	7	7	8	6	8	9	6	6	6	12	7	12	9	12
rimL	4	4	5	3	4	4	2	5	4	6	4	0	3	1	4	5
ydcK	8	4	8	12	6	3	4	7	6	7	3	6	12	5	7	13
tehA	13	6	7	12	7	3	4	8	5	7	3	4	12	6	6	8
ydcL	25	18	16	22	16	7	12	19	18	14	8	12	22	15	16	30
insP	5	6	1	3	6	4	2	5	2	1	3	5	3	6	5	5
insQ	5	5	5	3	5	3	2	1	6	1	4	6	3	2	6	5
ydcO	6	10	2	4	4	3	9	7	5	7	5	6	7	3	6	3
ydcN	3	6	7	4	6	5	9	2	3	7	3	10	7	5	4	6
ydcP	7	3	3	5	3	2	6	5	3	8	3	2	5	3	3	4
yncJ	28	8	15	18	16	8	11	10	11	17	9	9	13	12	12	7
hicA	7	9	10	18	12	9	11	15	12	17	8	8	13	11	16	28
hicB	5	2	4	4	3	1	3	0	5	2	1	2	2	2	2	3
ydcR	7	7	3	9	6	1	4	3	6	2	0	3	8	4	4	7
ydcS	20	15	16	20	13	10	12	15	15	14	12	9	23	11	10	17
ydcT	0	0	0	0	0	0	1	3	0	2	2	1	0	1	2	2
patD	1	2	1	3	2	1	0	2	2	1	1	0	2	0	2	0
yncL	17	10	10	18	18	6	9	5	9	12	6	9	12	10	10	15
ydcX	15	9	5	18	10	6	9	10	10	12	6	10	12	9	18	17
ydcY	5	7	5	8	7	1	3	6	7	4	5	2	5	5	5	5
mnaT	8	6	8	20	17	7	7	9	8	12	7	8	8	16	13	16
curA	16	8	9	20	13	7	7	8	16	12	7	6	8	8	17	8
mcbR	20	12	12	14	18	7	6	9	7	13	10	8	13	8	10	16
yncD	14	14	2	24	14	8	12	16	9	11	5	10	17	18	15	32
yncE	32	10	16	24	15	5	12	2	18	11	8	14	17	9	14	14
ansP	18	11	18	29	21	8	7	7	15	10	12	15	22	14	15	23
yncG	23	15	7	29	15	12	7	18	14	10	8	11	22	15	21	18
yncH	6	3	3	12	4	2	1	1	4	1	2	4	10	3	4	9
rhsE	30	22	20	57	31	17	18	19	27	17	17	34	40	30	40	45
yncI	24	13	14	16	15	4	4	5	17	6	7	3	11	5	9	7
ydcC	18	11	13	15	12	3	2	9	13	5	4	5	15	7	7	19
pptA	6	8	2	9	8	2	4	5	4	4	3	6	7	6	8	9
yddH	9	12	4	11	8	8	18	10	7	13	7	8	12	11	6	17
nhoA	17	8	10	11	6	7	18	4	11	13	8	12	12	7	8	9
yddE	1	4	6	3	6	6	4	7	4	6	5	3	4	7	3	5
narZ	3	3	6	9	9	5	4	2	8	4	3	5	1	9	6	2
narU	22	18	11	32	20	12	8	23	11	10	7	20	30	23	22	34
yddK	4	1	3	4	3	1	0	2	3	1	0	2	1	3	3	2
yddL	26	12	6	36	14	7	12	9	9	3	4	11	31	20	5	26
yddG	26	14	14	13	16	9	10	15	12	17	6	5	13	11	10	16
fdnG	16	5	15	13	10	6	10	14	11	17	9	14	13	12	16	26
fdnH	1	1	1	0	1	0	1	0	1	1	2	0	0	0	0	0
yddM	10	9	10	10	10	4	6	9	12	10	7	8	8	6	13	6
adhP	7	5	7	10	8	9	5	13	7	9	7	4	7	12	7	4
maeA	11	8	9	12	10	9	6	6	11	9	6	7	8	6	12	10
sra	5	5	6	5	3	2	5	8	5	7	7	7	9	4	7	9
bdm	36	22	15	45	26	12	12	15	22	13	11	8	34	18	16	16
osmC	16	8	15	45	16	11	12	15	18	13	12	22	34	22	26	36
ddpA	1	1	1	0	1	0	0	1	1	0	1	1	0	2	1	0
ddpX	18	16	10	18	20	11	13	20	10	19	7	8	14	17	14	21
dosP	1	0	3	3	2	1	1	0	2	3	2	1	1	1	2	0
dosC	26	21	15	35	20	15	13	26	15	13	6	19	35	25	19	31
yddW	8	8	7	11	8	4	8	7	10	7	5	7	8	7	9	8
gadC	16	13	6	8	9	5	12	4	9	4	10	11	9	8	6	11
gadB	35	20	14	45	25	9	13	11	15	12	7	14	40	17	14	37
pqqL	2	2	1	2	0	2	5	1	1	2	3	3	4	3	0	7
yddB	6	2	2	4	1	1	1	2	2	2	1	1	5	0	2	0
yddA	21	12	7	39	24	13	7	19	9	12	7	8	26	26	15	26
ydeM	1	1	3	4	1	4	6	3	4	6	2	0	3	2	2	5
ydeN	33	21	17	45	25	9	10	23	17	17	7	17	41	20	24	41
ydeO	12	3	4	9	3	0	1	1	4	1	1	3	9	1	3	6
safA	16	15	11	24	17	11	6	25	10	13	1	6	24	20	12	21
ydeP	25	14	18	42	15	12	10	18	20	13	4	15	39	16	21	30
ydeQ	3	1	2	7	1	2	3	4	3	1	1	1	6	6	0	10
ydeR	0	0	3	1	2	0	0	0	2	0	0	1	0	2	0	0
ydeS	2	1	1	2	1	0	0	0	2	0	1	0	1	0	0	1
ydeT	20	14	12	25	21	7	5	15	6	13	3	15	24	14	17	24
yneL	16	12	17	29	19	11	11	19	19	18	15	22	21	19	30	24
hipB	12	10	9	24	8	12	18	12	14	16	8	8	20	13	11	14
yneO	48	25	24	57	32	10	12	30	24	20	13	16	50	29	24	46
lsrK	6	6	7	9	4	3	4	2	11	3	4	1	7	1	4	3
lsrR	18	11	13	26	19	5	6	7	16	9	5	16	14	12	22	28
lsrA	28	16	7	26	22	5	6	13	12	9	5	11	14	16	19	18
lsrB	0	0	1	2	0	0	0	1	1	0	1	0	1	2	0	1
lsrF	2	2	2	1	1	1	1	1	1	1	1	3	3	0	2	3
lsrG	3	0	3	2	0	0	1	2	4	1	2	0	1	1	1	1
tam	7	3	1	5	2	0	4	2	3	3	4	2	5	2	2	4
yneE	13	14	10	16	12	11	10	11	8	10	5	15	20	10	13	17
uxaB	17	13	9	21	19	9	10	11	11	9	8	11	13	17	12	19
yneF	6	4	5	9	6	5	6	7	6	8	6	6	6	7	8	8
glsB	1	3	6	4	5	2	4	5	5	4	3	3	4	6	2	3
sad	7	3	7	13	6	3	4	5	6	4	2	4	10	8	4	8
yneJ	8	4	5	13	4	2	4	7	8	4	3	3	10	6	6	7
yneK	2	2	2	12	1	1	2	6	5	4	3	4	10	3	8	7
ydeA	10	12	6	14	14	5	11	6	12	5	1	7	5	14	7	10
marC	16	12	14	18	16	10	5	9	11	12	7	11	17	6	15	18
marR	18	11	9	18	15	7	5	14	6	12	10	12	17	11	16	16
marA	3	2	2	1	1	0	1	0	2	0	1	1	1	0	1	0
marB	4	4	1	1	3	0	2	1	3	1	1	2	0	2	3	1
eamA	18	6	15	14	8	4	12	6	13	12	5	15	15	8	13	16
ydeE	16	15	6	14	13	5	12	15	8	12	4	6	15	13	8	18
yneM	13	9	9	10	10	4	4	6	8	4	5	4	11	7	3	9
mgrR	4	4	1	3	3	1	1	4	3	2	0	3	2	3	5	3
dgcZ	18	12	12	26	12	5	7	16	16	11	9	10	22	12	18	26
ydeI	26	10	12	31	14	6	4	16	9	10	5	14	30	14	17	33
ydeJ	33	14	16	31	17	5	4	12	14	10	6	10	30	9	14	26
dcp	10	9	9	8	10	4	7	10	8	9	5	8	9	8	9	8
ydfG	8	8	10	8	9	5	7	9	8	9	4	9	9	8	10	10
rspR	8	8	5	3	8	2	4	5	3	5	3	6	6	4	5	6
ydfZ	12	7	9	15	13	8	7	10	11	8	6	7	7	15	10	11
ydfI	6	4	4	12	4	4	1	5	4	2	4	1	11	4	2	11
ydfJ	4	5	5	4	3	3	3	3	3	2	1	3	8	2	0	5
ydfK	39	31	22	67	45	21	10	30	21	19	6	14	53	36	22	33
pinQ	28	28	6	30	28	11	13	16	13	8	5	10	23	21	12	33
nohQ	21	17	12	29	12	16	25	19	24	15	17	30	23	24	31	39
ynfO	39	30	19	29	31	17	25	12	24	15	16	17	23	24	12	21
ydfO	3	3	4	7	5	2	2	3	3	3	2	2	5	4	2	2
gnsB	12	9	6	19	8	1	4	11	11	4	3	11	15	10	17	17
ynfN	24	19	14	36	25	10	8	17	20	10	12	21	24	22	28	27
cspI	35	9	13	38	15	8	6	22	13	9	14	21	32	25	23	43
rzoQ	14	5	10	19	9	3	11	8	16	12	12	10	8	11	18	9
ydfR	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0
essQ	37	33	18	45	31	13	15	29	21	18	15	27	44	24	33	45
cspB	24	15	18	25	15	6	10	19	18	11	9	20	25	18	21	28
cspF	28	20	19	25	21	9	10	18	18	11	6	15	25	18	15	24
quuQ	1	1	2	0	0	0	1	0	3	1	1	1	0	0	1	0
ydfU	20	25	14	20	29	18	27	26	17	30	18	13	12	28	19	17
rem	14	9	14	12	9	10	15	11	16	14	17	8	10	12	9	14
hokD	3	6	6	2	7	2	3	6	6	6	3	3	0	4	6	4
relB	3	2	3	1	1	0	0	0	2	0	1	3	3	0	2	2
ydfV	2	3	0	1	2	1	0	3	0	0	0	2	3	2	1	3
flxA	21	15	11	14	15	7	12	7	14	14	5	6	10	5	11	15
dicC	7	4	4	8	2	0	1	6	2	2	1	8	12	3	7	10
dicA	10	8	6	8	7	1	1	4	3	2	0	4	12	2	2	7
ydfA	9	11	10	16	20	6	5	7	5	9	5	10	12	12	9	12
ydfC	3	2	4	1	3	1	3	0	3	3	1	1	1	1	0	0
dicF	20	18	21	16	17	17	28	14	19	25	23	27	19	16	22	19
dicB	13	11	7	11	12	4	9	6	10	10	11	14	8	6	18	14
ydfE	8	2	4	11	8	4	2	3	2	3	4	6	7	8	5	8
insD1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
intQ	1	1	0	1	3	1	0	0	0	1	1	0	0	1	0	0
rspB	1	0	2	1	0	0	0	0	2	0	1	1	2	0	0	0
rspA	14	10	13	21	18	4	8	9	12	10	5	10	14	16	10	17
ynfA	9	9	6	18	9	5	4	5	10	3	4	7	13	6	11	7
ynfB	7	7	5	18	11	4	4	6	6	3	5	9	13	10	9	9
speG	3	2	2	3	1	1	1	1	3	0	2	3	3	0	3	4
ynfC	7	7	6	9	4	1	3	13	6	5	1	6	12	7	8	7
ynfD	7	6	13	9	8	1	3	6	7	5	1	7	12	6	4	7
ynfE	16	15	6	27	11	7	8	11	13	5	5	4	24	9	8	15
ynfF	7	4	3	6	6	2	1	1	4	2	1	3	3	1	6	4
ynfG	0	0	2	0	0	1	0	0	1	1	1	1	1	0	0	0
dmsD	2	2	2	3	5	1	2	0	2	3	5	2	1	1	3	3
clcB	7	10	4	18	16	8	14	13	5	18	7	9	11	15	13	14
ynfK	10	5	7	10	7	3	2	7	4	5	6	7	11	5	8	15
mlc	12	6	9	12	7	4	8	4	10	9	3	6	10	4	8	7
ynfL	11	1	5	16	3	2	1	7	5	3	3	5	14	7	7	8
ynfM	8	5	7	16	7	3	1	5	7	3	2	1	14	5	3	11
asr	33	26	23	36	29	19	22	18	15	22	12	27	41	21	19	29
ydgU	6	4	6	2	3	5	9	5	2	11	5	7	7	2	4	5
ydgD	3	4	5	11	5	5	2	5	4	1	1	8	11	7	6	10
mdtJ	31	21	19	32	24	13	22	30	21	26	13	17	28	29	22	37
tqsA	37	17	30	32	22	13	22	19	29	26	13	21	28	21	24	31
pntB	1	1	0	1	1	0	0	0	0	0	2	1	1	0	0	0
pntA	35	29	23	46	31	15	26	24	22	24	17	33	44	29	30	41
ydgH	43	33	26	44	30	15	27	22	30	27	16	28	43	19	32	34
ydgI	7	8	5	18	14	9	11	13	4	13	4	6	13	16	8	20
folM	2	1	3	4	3	1	3	0	3	1	2	2	2	3	1	2
ydgC	11	11	6	10	9	1	5	7	4	2	4	10	13	8	6	11
rstA	11	10	7	10	6	4	5	6	8	2	1	11	13	4	9	11
rstB	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
tus	7	7	3	6	5	1	4	4	2	3	2	8	9	2	6	3
fumC	17	7	13	8	10	3	5	3	9	8	8	7	8	4	6	9
fumA	21	12	17	10	14	9	6	8	11	8	7	14	15	8	9	11
manA	11	14	8	10	9	7	6	17	8	8	9	12	15	11	14	21
ydgA	8	4	5	10	6	4	2	9	4	7	4	1	9	6	4	11
uidC	7	2	2	5	5	0	0	1	1	1	1	1	3	3	1	1
uidA	20	13	14	34	20	12	18	26	16	16	14	27	25	35	27	42
uidR	19	21	9	14	16	7	13	14	8	12	9	14	21	10	12	10
hdhA	6	5	6	7	6	5	1	10	3	4	7	8	9	8	8	9
malI	19	9	13	18	11	1	9	5	11	6	6	10	17	11	5	9
malX	9	10	5	18	5	6	9	13	11	6	1	9	17	11	11	19
malY	1	0	1	2	0	0	0	0	2	0	1	0	1	0	0	0
add	9	4	3	8	5	5	7	3	4	8	2	6	6	3	8	9
ydgJ	15	11	16	21	16	5	4	14	12	12	9	12	20	12	16	26
blr	26	12	14	21	16	9	4	16	12	12	5	11	20	12	16	15
cnu	11	12	10	27	17	9	9	15	11	13	9	17	21	16	21	34
ydgK	8	2	6	7	0	5	5	6	5	6	2	4	9	3	4	6
rsxA	6	4	3	4	2	4	4	6	3	5	5	3	7	3	4	8
rsxG	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
rsxE	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
dtpA	49	31	22	45	35	19	20	20	24	22	11	24	40	22	28	38
gstA	8	11	7	2	9	4	5	7	3	6	3	3	7	4	1	13
pdxY	4	3	5	3	3	2	0	2	5	1	5	3	3	2	4	3
tyrS	7	4	5	11	6	2	6	11	5	8	6	8	8	11	11	9
pdxH	5	5	3	3	6	4	4	1	3	4	3	2	2	3	1	2
mliC	4	6	7	4	4	5	6	6	7	4	5	6	6	6	4	9
anmK	26	14	10	34	24	9	8	6	17	8	9	16	17	16	23	15
slyB	15	16	6	34	23	9	8	10	16	8	9	14	17	17	24	26
slyA	22	9	11	24	11	4	8	9	10	13	2	6	23	6	10	16
ydhI	16	6	9	24	10	2	8	11	6	13	4	9	23	10	11	22
ydhJ	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
sodC	6	6	4	5	7	3	3	4	4	4	5	5	4	4	5	6
ydhF	3	2	3	6	1	2	2	6	4	2	1	1	5	5	2	2
ydhL	8	4	10	6	6	1	3	6	6	6	6	9	9	5	7	6
nemR	6	9	6	6	7	6	3	10	5	6	1	4	9	6	6	8
nemA	0	3	3	2	4	3	2	1	3	2	2	0	1	1	0	4
gloA	8	4	5	6	5	4	5	3	4	7	2	2	6	2	4	6
rnt	7	3	4	11	7	4	9	6	4	10	1	4	7	9	6	4
lhr	2	3	5	13	8	3	5	4	8	7	4	3	6	7	8	4
grxD	36	11	28	27	19	8	14	12	26	24	7	16	22	10	24	18
mepH	18	16	12	27	24	7	14	28	10	24	8	11	22	26	19	36
sodB	10	9	7	10	9	4	3	8	2	6	4	8	15	5	6	11
ydhP	9	2	8	11	6	5	9	12	9	11	5	10	6	15	13	18
ynhF	30	22	16	16	22	9	15	11	15	13	16	20	17	13	18	17
purR	17	20	11	16	18	16	15	16	13	13	9	22	17	15	22	30
ydhB	9	5	6	9	6	2	3	6	6	4	4	9	8	6	9	8
ydhC	8	9	6	9	9	4	3	6	6	4	2	5	8	6	6	9
cfa	13	16	14	24	10	8	16	22	18	11	12	15	26	21	14	26
ribC	18	8	19	14	11	9	3	13	15	10	7	13	15	9	15	18
mdtK	18	13	13	14	15	7	3	19	9	10	9	8	15	15	11	18
ydhQ	22	15	23	25	24	7	12	10	17	18	15	18	21	14	18	23
valV	23	18	10	25	18	15	12	23	14	18	7	15	21	17	24	22
valW	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0
ydhR	6	3	4	8	3	3	4	13	5	2	2	7	7	15	5	12
ydhS	15	6	6	10	9	3	4	9	5	4	3	5	9	11	4	8
ydhT	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
ydhX	2	2	7	7	7	1	0	1	5	3	6	3	3	3	5	3
ydhW	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
ydhV	4	0	1	2	1	0	0	1	1	1	1	0	0	2	1	1
ydhY	37	12	23	55	26	5	13	23	21	19	15	24	44	30	28	48
ydhZ	44	17	31	41	27	11	22	17	29	24	17	43	34	25	43	37
pykF	37	42	22	32	41	17	23	33	28	25	11	20	27	30	28	44
lpp	34	11	11	36	15	7	11	20	17	12	5	9	27	23	16	25
ldtE	6	11	10	7	15	6	7	6	8	8	11	11	5	9	10	9
sufE	0	1	2	0	2	0	0	1	1	1	2	0	0	0	0	0
sufC	2	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0
sufB	0	1	0	0	0	0	1	1	0	1	1	1	1	0	0	0
sufA	25	20	16	26	21	11	8	27	11	18	6	14	29	18	20	30
rydB	11	8	5	12	5	10	9	12	7	8	4	8	13	10	10	13
ydiH	5	5	6	6	7	1	4	6	4	6	5	11	6	5	11	6
ydiJ	25	31	19	22	34	15	24	24	18	26	9	23	20	25	24	24
ydiK	24	23	24	22	24	9	24	19	25	26	15	31	20	18	34	25
rprA	8	9	7	14	9	12	9	18	7	14	3	7	14	14	12	16
ydiL	6	8	5	13	12	7	5	11	3	9	1	5	10	11	8	14
ydiM	10	10	5	5	9	3	3	6	6	4	2	4	5	4	6	9
ydiN	24	14	10	23	16	4	9	13	12	9	8	9	20	15	11	11
ydiB	1	0	2	1	0	0	0	0	1	0	1	1	1	0	0	2
aroD	3	1	3	0	2	1	2	1	2	3	2	2	1	0	2	0
ydiF	17	5	3	17	8	5	8	7	6	6	5	5	12	12	5	7
ydiO	1	0	2	2	1	0	0	0	1	0	1	1	2	0	1	0
ydiP	26	11	12	28	17	11	19	15	13	23	14	20	21	18	24	22
ydiQ	22	20	15	28	24	14	19	12	18	23	11	11	21	13	17	26
ydiR	2	2	3	0	0	1	2	1	3	1	1	0	1	0	0	0
ydiS	4	4	3	2	5	4	4	3	2	5	2	1	2	4	1	2
fadK	1	2	3	4	6	4	3	3	3	4	2	3	0	7	4	2
ppsA	29	12	15	34	20	6	15	8	19	13	7	19	22	18	22	34
ppsR	34	19	8	34	22	7	15	15	18	13	6	12	22	19	20	29
aroH	6	10	10	10	13	6	8	9	9	12	4	9	8	8	12	12
ydiE	10	4	2	18	9	3	3	9	4	8	3	5	10	9	12	15
ydiU	3	5	5	2	3	2	2	6	5	1	3	5	4	4	4	3
ydiV	20	13	10	24	10	12	10	12	17	5	11	13	20	15	15	17
nlpC	11	5	4	7	3	1	5	2	6	2	3	3	8	3	2	5
btuE	6	6	5	3	4	3	3	3	6	2	2	1	4	1	2	3
btuC	8	8	5	4	7	5	6	9	6	6	3	3	4	9	4	6
ihfA	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
pheT	1	0	2	2	1	0	0	0	2	1	2	0	1	0	0	1
pheS	24	16	27	12	19	15	16	11	24	21	15	15	11	10	17	8
pheM	11	5	11	4	9	6	5	7	6	7	3	7	6	9	3	11
rplT	4	4	5	5	3	1	2	1	4	2	1	2	7	0	0	6
rpmI	6	3	6	3	5	3	4	7	3	7	5	8	5	6	7	11
infC	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
thrS	38	27	18	44	29	12	22	24	30	20	15	36	31	28	46	42
arpB	44	37	26	46	46	14	23	17	31	20	12	25	32	29	26	36
yniD	11	16	6	17	16	8	8	7	9	8	3	7	14	6	10	11
