; oligo-analysis  -v 1 -sort -i $RSAT/public_html/tmp/www-data/2020/02/17/retrieve-seq_2020-02-17.102320_q0uO0g.fasta.fasta -format fasta -return occ -table -1str -quick_if_possible -seqtype dna -bg upstream-noorf -org Saccharomyces_cerevisiae -pseudo 0.01 -l 2 -o $RSAT/public_html/tmp/www-data/2020/02/17/oligo-analysis_2020-02-17.121001_FPd5b0_2nt.tab
; Citation: van Helden et al. (1998). J Mol Biol 281(5), 827-42. 
; Program version              	1.169
; Slow counting mode           
; Oligomer length              	2
; Input file                   	$RSAT/public_html/tmp/www-data/2020/02/17/retrieve-seq_2020-02-17.102320_q0uO0g.fasta.fasta
; Input format                 	fasta
; Output file                  	$RSAT/public_html/tmp/www-data/2020/02/17/oligo-analysis_2020-02-17.121001_FPd5b0_2nt.tab
; Count overlapping matches
; Counted on a single strand
; Number of output patterns	16
# seq	aa	ac	ag	at	ca	cc	cg	ct	ga	gc	gg	gt	ta	tc	tg	tt
YMR181C	42	24	13	37	26	34	22	36	16	30	9	17	33	30	27	54
RGM1	31	23	17	37	28	27	13	47	18	12	9	19	31	54	19	114
YMR182W-A	117	17	46	32	12	14	14	17	53	11	25	17	30	15	21	58
SSO2	48	20	24	30	19	18	18	15	24	23	15	25	32	8	30	30
ADD37	30	25	15	30	30	15	18	24	8	23	18	20	32	24	19	48
YMR185W	46	9	13	29	19	5	6	10	10	8	5	8	23	18	7	22
HSC82	38	17	20	36	21	14	10	23	22	15	10	15	30	21	22	69
YMR187C	50	16	22	27	17	6	10	15	18	7	3	20	29	19	13	33
MRPS17	55	26	42	41	35	14	14	26	44	14	22	27	31	35	28	40
GCV2	40	27	26	41	28	22	14	42	35	14	14	26	31	44	35	55
SGS1	33	16	26	37	24	10	13	20	26	22	21	22	29	19	31	47
SPG5	47	22	20	37	31	21	13	26	19	22	10	16	29	26	24	33
GYL1	34	22	14	47	26	3	10	18	10	15	5	16	47	16	18	38
MRPL24	66	26	32	46	35	12	13	28	24	19	11	26	45	31	23	62
RPL36A	43	18	21	36	25	11	5	11	22	10	6	16	28	13	22	44
YMR194C-B	29	24	23	37	27	27	31	22	28	23	21	35	28	33	32	79
ICY1	53	25	35	49	34	15	21	21	33	28	17	24	42	23	29	50
YMR196W	65	24	34	40	31	22	13	33	27	20	17	29	41	33	28	42
VTI1	63	31	28	52	30	8	16	29	26	19	16	30	55	25	31	40
CIK1	39	31	26	53	30	15	15	30	25	17	9	28	55	26	30	70
CLN1	62	19	35	44	25	18	15	29	33	24	22	24	40	27	30	52
ROT1	47	28	27	58	30	17	13	28	27	13	8	14	56	29	14	57
RAD14	45	23	38	36	23	15	19	32	37	24	25	28	37	27	31	51
ERG2	51	28	32	36	31	25	19	38	27	24	15	23	37	37	23	45
TOM40	29	17	8	35	13	9	14	16	12	11	8	13	35	16	13	36
INP1	62	28	17	56	18	13	9	33	27	3	10	24	56	29	28	86
PFK2	40	20	20	43	21	20	16	35	22	17	8	21	40	35	24	117
YMR206W	31	27	26	45	22	19	18	37	23	23	22	27	53	28	29	69
HFA1	53	26	33	54	35	18	18	19	36	21	29	19	42	25	25	46
ERG12	34	25	23	41	23	27	20	41	22	23	15	31	44	36	33	61
YMR209C	42	13	17	17	10	7	9	6	15	4	9	15	22	8	8	28
YMR210W	28	15	6	17	8	9	9	17	8	4	7	13	22	15	10	42
DML1	44	9	8	25	8	3	6	6	18	4	6	8	17	7	16	31
EFR3	33	8	24	29	18	13	7	19	18	14	11	20	25	21	22	54
CEF1	54	20	19	29	22	11	7	24	21	14	13	8	25	18	18	33
SCJ1	17	14	17	16	15	6	8	6	17	11	12	10	16	3	13	14
GAS3	50	19	17	30	24	5	12	18	13	14	6	12	28	21	11	31
SKY1	54	22	39	47	22	14	16	22	45	14	22	26	42	24	30	60
GUA1	55	19	23	47	27	14	20	25	24	14	17	30	39	39	24	82
TRS130	34	13	18	18	14	5	4	14	13	9	5	15	21	10	16	35
ESC1	35	15	14	18	16	5	4	18	10	9	5	13	21	13	14	34
ERG8	43	5	14	22	7	2	9	6	17	6	11	10	18	11	10	14
FMP42	18	13	7	29	14	5	7	9	7	6	7	8	29	11	6	15
FSH2	76	20	31	41	20	13	7	18	29	10	10	13	42	16	14	44
UBP8	44	13	18	41	14	10	7	31	16	10	13	20	42	29	20	76
MRE11	49	24	20	32	27	10	7	14	17	12	6	12	32	12	13	18
MRPL44	23	11	12	19	4	7	8	14	16	7	4	5	21	9	8	20
TMA29	19	14	16	26	11	1	9	14	19	9	8	6	27	11	8	17
TAF7	39	14	18	24	16	4	9	11	16	9	3	12	23	13	10	18
MTF1	18	12	11	24	10	3	9	18	13	9	4	14	23	16	16	39
RRP5	52	29	27	49	29	13	11	33	22	18	10	30	54	26	32	64
RPS10B	56	24	29	52	32	10	14	19	27	14	18	30	45	27	29	73
YMR230W-A	8	5	3	14	4	1	3	9	1	2	1	10	18	9	6	31
PEP5	15	3	5	11	9	5	3	3	2	5	1	2	8	8	1	6
FUS2	40	16	15	23	12	14	13	13	20	10	5	17	22	12	20	38
TRI1	34	4	25	19	8	2	3	9	16	11	7	13	24	4	12	33
RNH1	57	21	18	48	28	4	8	19	18	14	8	18	41	20	24	53
RNA1	27	7	12	23	13	2	4	13	11	7	12	18	17	16	20	32
TAF9	32	18	13	23	20	12	4	12	16	7	2	7	17	11	13	27
BCH1	34	16	17	31	15	12	10	22	20	11	4	17	28	21	21	24
DFG5	72	18	18	50	25	18	11	18	23	10	10	20	37	26	24	48
TR(UCU)M1	41	13	11	44	16	8	6	11	20	4	8	12	32	16	19	36
RNT1	28	12	16	23	21	5	7	17	10	12	6	11	21	20	10	32
CUS1	52	14	48	50	36	12	11	18	35	25	23	27	42	26	28	52
YHM2	69	26	25	48	33	15	19	35	28	26	13	15	38	34	25	50
RPL20A	13	2	7	6	5	1	1	3	6	2	4	4	5	5	4	7
YMR242W-A	7	4	3	6	4	4	1	7	5	2	1	2	5	6	5	13
ZRC1	66	26	28	33	30	28	13	39	25	21	16	21	31	36	26	60
YMR244W	35	20	25	40	23	13	13	44	23	13	12	19	40	46	17	116
YMR244C-A	43	26	32	42	29	20	31	20	32	35	27	34	39	19	38	32
FAA4	55	30	24	30	41	30	22	43	19	27	9	16	25	48	16	64
RKR1	54	16	18	32	22	9	5	20	15	10	5	16	29	21	18	38
TA(AGC)M2	36	24	29	69	25	11	10	26	32	7	18	29	64	30	29	60
YMR247W-A	58	26	23	70	34	22	12	23	29	10	18	21	57	33	25	38
GAD1	65	26	35	49	43	6	10	24	28	21	16	23	40	30	27	56
GTO3	27	15	22	31	14	13	11	21	17	16	16	20	37	15	19	61
HOR7	52	23	31	34	26	18	24	33	29	33	34	27	33	27	34	41
YMR252C	31	12	21	13	18	4	10	6	19	8	8	15	10	14	10	26
YMR253C	43	23	37	46	24	20	17	24	42	19	22	25	40	23	32	62
GFD1	52	24	28	56	32	10	17	25	26	26	18	31	49	25	38	42
COX7	59	29	27	52	30	16	17	26	23	20	11	24	56	23	23	63
PET111	48	33	20	50	27	25	11	34	27	9	11	19	50	30	24	81
YMR258C	38	22	10	37	18	10	4	23	21	5	6	18	30	18	30	48
YMR259C	70	21	26	49	25	12	18	25	28	12	10	21	44	35	17	80
TIF11	44	18	20	37	20	6	10	20	15	11	3	21	40	22	16	61
TPS3	38	23	20	23	30	24	13	26	9	20	14	17	28	25	13	32
YMR262W	32	17	26	23	13	14	13	20	25	20	24	23	28	9	30	38
SAP30	23	7	19	26	10	4	7	13	12	16	10	16	30	7	18	32
CUE1	27	14	12	25	15	9	10	15	9	16	12	17	27	11	20	40
YMR265C	81	31	32	37	33	27	26	17	39	27	22	20	29	18	27	33
RSN1	36	15	19	33	26	22	27	31	15	29	30	32	27	39	30	88
PPA2	46	14	25	42	18	8	6	20	21	11	13	22	41	20	23	61
PRP24	25	10	8	34	19	6	5	10	12	7	4	8	22	17	13	32
TMA23	32	8	10	34	13	4	5	8	17	7	6	10	22	12	19	25
RRN9	43	25	22	40	24	4	10	27	24	9	15	25	38	27	27	80
URA10	38	31	29	52	39	21	8	32	23	18	20	20	51	30	24	63
CDC65	52	32	35	51	30	16	10	26	29	9	13	32	60	25	25	54
SCS7	30	15	21	19	10	8	21	15	19	19	16	20	25	12	17	43
YMR272W-B	43	20	15	19	17	16	21	21	12	19	8	15	25	19	10	30
ZDS1	30	17	26	25	9	7	12	21	22	4	20	34	38	20	22	75
RCE1	43	15	15	36	11	7	5	22	23	7	7	13	32	16	23	63
BUL1	23	6	15	19	8	9	13	17	16	14	11	17	17	18	19	22
DSK2	22	17	17	19	19	11	13	15	18	14	9	6	17	16	8	23
FCP1	36	24	13	34	26	19	13	16	10	14	6	11	34	17	9	24
PGM3	21	11	8	32	17	14	6	20	10	9	1	11	25	22	16	84
YMR279C	51	29	31	47	34	15	19	22	35	25	27	18	39	20	28	59
CAT8	65	25	34	47	25	12	18	16	37	14	18	30	44	20	28	66
GPI12	60	20	33	45	21	17	17	32	28	16	8	39	49	34	33	47
AEP2	35	12	16	20	13	7	6	11	15	6	5	12	21	12	11	24
RIT1	42	21	25	56	30	20	10	34	21	24	18	25	51	29	35	58
SUP8	65	18	26	83	30	14	8	14	34	10	16	20	64	23	30	44
YKU70	15	8	9	16	6	3	1	13	9	4	5	8	18	8	11	35
NGL2	29	6	22	24	12	7	3	16	18	8	6	14	22	17	15	30
MRPL33	30	14	16	24	15	6	3	22	17	8	7	6	22	18	12	29
DSS1	31	10	16	22	15	4	7	12	15	10	8	12	18	14	14	16
HSH155	16	12	12	22	14	8	7	16	14	10	4	10	18	15	15	31
ABZ2	35	12	16	26	12	4	3	6	20	5	5	5	21	4	12	11
HAS1	42	22	34	55	23	10	13	23	32	21	18	27	55	16	33	75
YMR291W	62	32	21	28	27	30	17	38	28	16	22	21	26	34	26	71
GOT1	38	18	14	41	21	15	14	17	17	10	14	24	36	24	23	77
LRC6	18	8	7	15	9	8	0	17	7	6	4	6	15	11	12	28
JNM1	28	6	17	15	12	4	0	7	11	6	8	8	15	7	9	18
YMR295C	43	23	21	32	31	8	12	11	15	16	10	12	29	15	10	35
LCB1	72	33	25	36	30	24	14	36	22	17	15	16	42	30	16	71
PRC1	40	32	39	31	35	26	16	34	33	19	18	30	34	34	27	51
LIP1	38	20	15	27	17	10	9	16	12	7	5	17	33	15	12	44
DYN3	47	8	12	25	9	6	4	6	9	5	1	13	28	6	11	17
ADE4	63	20	35	41	27	9	15	18	29	12	10	27	40	28	18	70
ATM1	55	31	25	40	34	15	12	27	23	18	10	22	40	24	26	42
YME2	45	24	27	51	34	22	14	31	28	12	18	33	40	43	32	45
ADH2	65	28	26	43	31	17	13	40	26	20	18	18	41	36	25	52
UBP15	50	19	32	41	26	24	14	29	35	18	18	21	31	32	28	81
SCW10	67	24	27	38	27	17	24	24	27	17	8	34	35	33	27	70
FKS3	61	19	35	40	22	14	18	33	38	23	32	22	34	31	30	47
GAS1	64	21	27	35	21	15	20	28	25	21	17	26	38	27	24	76
PSE1	81	30	27	58	33	14	15	28	29	17	10	18	52	29	22	36
NIP1	38	15	23	22	21	10	10	13	20	15	7	10	20	14	12	38
YMR310C	20	23	8	24	16	9	7	17	13	6	5	12	25	11	17	30
GLC8	65	31	30	48	34	17	14	31	30	16	10	18	46	32	20	57
ELP6	73	20	33	49	26	14	11	27	28	24	15	20	48	20	28	63
TGL3	28	21	22	38	18	12	5	29	16	8	15	23	47	24	19	75
PRE5	75	23	29	38	19	15	5	22	24	8	12	21	47	16	18	28
YMR315W	58	24	19	31	26	21	14	23	15	10	13	21	34	29	12	35
YMR315W-A	53	28	19	44	21	24	17	21	30	9	13	20	40	22	24	50
DIA1	52	22	33	29	26	15	22	16	32	24	15	27	25	18	28	45
YMR317W	57	21	28	43	35	17	13	32	20	20	10	33	37	39	32	62
ADH6	53	34	22	37	36	27	23	29	33	14	16	26	24	41	28	56
FET4	69	22	30	45	26	15	10	32	26	21	21	22	45	25	28	62
YMR321C	75	16	31	44	20	3	10	20	28	14	25	28	42	20	30	62
SNO4	67	24	32	46	36	12	11	33	32	23	21	15	34	33	27	53
ERR3	69	32	34	36	35	12	7	30	31	9	28	29	36	31	27	53
PAU19	60	31	33	52	33	16	15	27	36	19	23	20	48	25	26	35
YRF1-6	41	22	40	37	22	15	25	26	32	27	36	34	45	25	28	44
COS1	49	31	24	36	24	23	27	34	27	27	12	30	40	27	33	55
DDI3	71	30	28	42	31	17	13	33	28	15	18	24	41	33	26	49
SNO2	40	20	17	38	26	16	7	21	18	14	12	24	32	20	32	52
SNZ2	52	24	21	38	32	12	7	17	20	14	16	20	32	18	26	40
THI12	55	31	21	63	40	7	16	22	24	22	17	20	51	25	29	56
AAD14	63	27	18	54	34	15	16	33	14	19	13	23	51	38	22	59
RPD3	35	12	12	29	14	11	7	10	9	7	6	12	30	12	9	22
PEX6	22	15	16	20	18	8	7	7	12	8	6	10	20	9	7	14
MDJ2	48	28	29	45	36	17	17	28	27	23	21	21	39	30	25	65
EGT2	60	32	27	38	29	19	12	39	25	22	18	21	43	26	29	59
PFA3	59	17	14	44	17	9	10	24	17	11	7	14	41	23	18	65
FIG4	48	38	20	51	40	11	15	31	19	22	12	23	50	26	29	64
LEM3	68	23	39	52	31	12	13	15	33	20	14	38	50	16	39	36
KRE1	52	25	19	50	26	17	13	36	15	18	10	20	54	32	21	51
VNX1	51	20	36	50	21	10	13	19	32	18	17	25	54	15	26	52
YNL320W	18	16	8	22	13	17	7	28	8	7	5	13	24	26	13	51
HXT14	57	18	17	27	16	8	5	17	16	6	3	13	30	14	13	28
PFS2	28	13	17	27	13	3	5	17	14	6	8	18	30	16	16	57
PHA2	36	16	12	36	17	4	9	10	12	7	1	10	35	12	8	22
ATP11	27	10	9	14	7	7	7	8	14	4	5	8	12	8	10	15
DAL82	15	8	8	14	10	5	7	9	8	4	7	10	12	14	7	27
YNL313C	45	9	17	26	10	7	11	15	16	15	7	11	26	12	14	22
RFA2	22	11	15	26	14	7	11	17	12	15	7	9	26	16	10	45
SKP2	22	17	19	22	21	10	7	6	19	11	2	7	17	7	11	19
ZIM17	22	12	12	20	14	3	8	15	17	11	10	10	13	15	18	29
STB1	29	10	15	20	18	10	8	12	15	11	3	12	13	17	14	22
KRI1	56	16	17	63	26	17	8	28	16	9	8	21	54	37	21	102
MCK1	45	27	37	40	44	25	16	27	25	25	14	31	35	35	27	46
MRPS18	44	32	29	37	30	14	16	36	33	25	21	32	35	25	45	45
YNL305C	41	20	29	49	31	23	21	30	26	34	28	20	41	27	30	49
YPT11	48	19	30	49	31	29	21	29	27	34	23	21	40	27	31	40
RPS19B	46	32	25	38	36	30	16	30	23	21	16	28	36	29	32	61
RPL18B	91	38	20	39	40	15	12	31	28	14	8	14	30	31	24	64
YNL300W	62	29	22	50	30	22	21	30	27	21	14	24	44	31	29	43
TRF5	54	27	25	40	34	15	15	27	18	16	18	23	40	34	16	61
CLA4	56	25	27	47	26	18	16	28	34	18	12	21	39	26	30	45
MON2	41	26	18	27	25	18	11	32	17	14	8	20	29	28	21	26
YNL295W	26	20	32	27	21	8	11	18	28	14	18	26	29	17	25	41
RIM21	34	26	30	22	19	13	13	30	28	15	10	21	31	22	20	44
MSB3	44	21	30	22	20	10	13	30	22	15	13	26	31	28	19	34
PUS4	32	11	14	28	17	2	2	14	13	10	9	12	23	12	19	45
MID1	52	23	16	33	21	18	14	30	16	18	11	19	35	24	24	47
RFC3	47	19	30	33	24	11	14	16	24	18	18	23	35	16	21	52
PCL1	73	25	30	44	32	12	26	22	31	30	28	24	36	25	29	32
CAF40	57	36	40	39	37	20	13	31	36	24	5	23	42	21	29	46
SEC21	50	35	27	44	37	22	17	25	25	14	12	29	44	31	23	64
CUS2	86	29	30	36	34	9	9	14	31	16	10	15	30	12	23	36
SUF6	42	32	27	63	40	19	14	23	24	10	14	29	57	35	22	48
YNL284C-B	50	19	29	72	19	10	11	19	42	5	19	26	60	25	33	43
YNL284C-A	50	19	29	72	19	10	11	19	42	5	19	26	60	25	33	43
TN(GUU)N1	43	26	19	72	33	19	11	29	25	5	10	19	60	42	19	50
MRPL10	49	29	27	42	36	21	20	27	19	23	17	29	43	31	25	61
TT(AGU)N1	55	29	23	50	31	20	16	26	31	12	20	27	41	32	31	55
WSC2	43	27	27	32	31	19	13	40	22	19	10	25	33	37	26	95
POP3	69	27	31	40	35	17	20	23	33	24	25	28	30	28	33	36
HCH1	47	14	17	13	12	3	6	7	18	7	6	3	13	4	5	16
ERG24	53	25	25	49	34	13	19	23	23	18	18	32	42	32	30	63
PRM1	63	32	23	51	30	17	19	24	34	18	13	25	42	23	35	50
CAF120	40	22	18	37	27	9	16	15	19	12	10	19	31	24	16	52
YNL277W-A	24	14	13	19	14	7	7	14	11	6	8	11	21	15	8	32
MET2	54	31	25	42	36	13	14	29	17	21	12	30	46	27	28	55
BOR1	60	32	33	39	34	13	12	29	19	19	9	23	51	25	15	44
GOR1	50	31	36	39	29	17	19	32	37	24	31	24	40	24	30	36
TOF1	35	27	29	42	31	26	21	31	24	27	21	34	42	29	35	45
SEC2	51	30	17	49	36	14	7	24	17	13	5	22	42	24	28	58
BNI1	54	29	34	35	28	25	15	27	35	16	19	25	36	25	26	70
ALP1	3	0	2	5	1	1	2	0	1	4	1	3	4	0	4	5
BSC4	5	3	0	5	4	1	2	2	0	4	1	0	4	1	1	3
LYP1	67	40	26	31	38	18	20	22	28	19	17	20	31	20	21	36
PIK1	58	26	26	51	35	23	12	29	22	15	8	21	46	35	20	64
IST1	37	17	14	31	14	6	10	18	15	10	4	10	34	15	11	34
PDR17	45	14	18	30	17	4	5	12	22	4	8	6	24	16	9	45
YIF1	38	28	20	29	26	18	7	31	23	12	6	17	27	24	26	38
POL2	38	17	31	29	26	6	7	20	24	12	18	28	27	23	26	38
ORC5	54	10	9	20	9	5	4	12	9	4	5	7	22	11	6	31
YNL260C	23	4	11	21	4	2	1	13	8	5	2	11	23	10	12	37
ATX1	24	11	16	23	17	1	7	9	14	10	9	16	18	12	18	37
DSL1	27	13	12	34	15	2	9	11	16	5	5	15	28	17	14	33
SIP3	41	20	16	27	20	6	7	18	18	14	5	11	24	11	20	43
FOL1	43	11	18	27	20	5	7	16	11	14	6	20	24	18	20	41
GIS2	30	5	18	19	7	5	5	17	18	11	15	13	16	13	20	39
YNL254C	64	24	24	50	25	16	12	32	29	18	20	25	43	27	37	53
TEX1	54	33	27	53	35	19	13	20	24	15	15	29	54	21	28	59
MRPL17	41	15	9	31	14	12	3	22	8	4	4	14	33	21	13	56
NRD1	51	30	23	39	35	22	22	26	16	15	17	33	42	38	18	72
RAD50	58	27	25	37	30	18	18	37	22	28	16	24	37	31	31	60
MPA43	46	15	25	36	15	5	6	17	19	11	9	16	41	13	15	48
RPA49	23	15	11	25	15	9	10	18	16	14	5	10	21	14	18	41
YNL247W	41	10	18	25	18	5	10	11	14	14	9	15	21	16	15	23
VPS75	54	14	13	29	13	4	9	11	18	10	10	14	25	9	20	27
CWC25	21	13	22	23	16	7	12	20	12	15	7	17	30	21	9	38
SUI1	55	30	21	41	31	16	27	24	18	22	22	29	43	30	21	69
SLA2	65	31	32	39	25	22	26	19	28	24	17	34	48	15	29	45
ATG2	39	19	13	42	19	11	13	18	21	10	11	13	35	21	18	62
ZWF1	75	28	31	34	28	38	17	35	27	23	30	19	38	29	22	25
NAR1	56	23	34	39	31	21	13	30	33	27	20	21	32	24	34	61
LAP3	63	22	28	38	31	23	16	29	24	27	20	25	34	27	32	60
KEX2	76	29	24	53	34	13	13	27	23	14	13	21	48	31	22	52
YTP1	47	20	13	39	19	14	10	15	17	10	8	10	37	14	14	27
SIN4	52	17	20	33	18	11	8	23	17	13	7	19	34	19	21	49
YNL234W	43	17	24	28	22	16	14	23	21	17	17	22	26	25	22	40
BNI4	42	25	29	35	28	15	19	24	23	15	6	22	38	30	12	44
CSL4	48	12	16	41	20	9	8	12	21	9	8	15	28	19	21	34
PDR16	44	21	18	59	35	28	19	29	16	22	7	20	48	39	21	53
ELA1	72	18	28	54	24	6	11	17	29	14	20	26	46	20	30	58
URE2	54	23	34	34	25	17	12	23	35	17	13	22	32	20	28	67
JJJ1	51	11	20	31	12	4	5	11	12	6	8	19	38	11	13	39
CNM67	40	24	12	33	20	5	14	16	11	7	9	20	38	20	12	44
SQS1	39	14	17	23	17	7	9	13	14	11	5	17	24	14	15	30
ATG4	30	17	13	23	15	5	9	17	14	11	7	14	24	14	17	39
SSU72	36	12	17	18	11	8	9	11	14	5	8	17	23	14	10	25
POP1	47	27	28	46	29	13	18	23	45	16	32	24	28	27	38	58
ADE12	70	25	28	46	25	21	16	30	28	11	13	23	46	35	18	64
ALG9	58	42	18	42	32	15	21	29	29	17	18	22	41	23	29	63
MGS1	62	25	32	42	33	15	22	18	24	19	16	40	43	29	28	51
YNL217W	23	12	19	31	23	14	12	23	17	23	10	9	23	23	18	48
RAP1	65	35	17	32	33	21	13	19	15	15	3	13	35	15	13	32
IES2	40	18	19	25	17	4	8	15	17	7	6	13	29	15	9	52
PEX17	21	6	11	20	10	5	7	4	9	6	9	15	18	10	11	23
YNL213C	44	24	24	29	22	9	8	25	21	9	11	24	34	22	22	27
VID27	27	24	25	29	22	11	8	24	22	9	9	24	34	21	22	44
YNL211C	64	29	29	49	27	15	15	27	32	12	9	29	48	29	29	56
MER1	60	32	33	48	31	12	19	25	30	17	16	28	53	26	23	46
SSB2	34	14	10	34	20	8	10	12	20	7	8	11	18	21	18	69
YNL208W	52	27	23	46	39	19	12	34	17	27	19	23	41	31	31	58
RIO2	40	21	17	37	20	6	7	24	19	7	8	15	36	23	17	37
RTT106	27	14	9	21	11	6	9	11	7	9	4	13	25	8	12	32
SPS18	36	24	18	23	13	14	12	17	20	9	8	16	31	10	15	33
SPS19	33	16	17	23	15	8	12	18	10	9	14	24	31	20	13	36
PSY2	72	25	28	43	25	17	12	31	28	14	10	23	44	29	25	73
YNL200C	49	33	18	50	25	9	15	27	24	10	20	25	53	23	26	64
GCR2	54	34	21	52	32	18	15	31	30	11	14	20	46	32	25	64
WHI3	57	27	27	30	34	21	14	35	22	18	10	29	28	39	28	80
SLZ1	37	15	15	42	22	14	9	17	12	17	11	17	38	16	22	46
YNL195C	43	29	13	45	26	15	7	35	13	12	7	8	48	27	13	59
YNL194C	55	33	27	44	34	28	17	30	29	19	21	19	42	28	23	50
YNL193W	41	18	28	33	21	24	19	30	28	26	23	35	31	26	42	74
CHS1	52	34	21	39	29	16	18	28	24	18	17	19	42	23	22	54
DUG3	98	30	21	50	36	16	11	25	22	16	12	19	42	26	26	49
YNL190W	41	28	22	33	18	10	12	42	19	14	5	36	45	30	35	109
SRP1	56	32	32	42	30	17	14	30	32	10	13	20	43	32	16	80
KAR1	54	12	27	45	20	6	7	23	25	9	10	20	40	28	20	72
YNL187W	57	22	32	37	23	8	15	11	39	11	17	23	29	16	26	18
UBP10	55	24	23	35	37	29	14	27	16	19	6	21	28	35	19	41
MRPL19	65	22	25	49	23	17	12	29	19	13	6	23	54	29	18	62
NPR1	47	27	23	45	33	17	14	29	20	16	12	21	41	33	20	51
IPI3	52	28	32	51	31	13	19	23	39	25	23	22	42	19	35	45
YNL181W	58	27	36	37	33	21	16	33	30	24	13	26	38	30	28	49
RHO5	39	31	27	40	33	21	16	31	22	17	12	23	43	32	20	92
RPS3	52	29	20	40	37	16	14	27	19	19	11	29	34	30	32	90
MRPL22	73	25	23	41	26	13	7	38	21	17	12	15	43	28	23	48
YNL176C	53	26	20	42	27	13	17	20	23	16	16	19	38	22	21	46
NOP13	50	24	16	33	21	19	9	20	22	10	3	15	30	16	22	33
MDG1	67	20	26	40	23	20	13	35	22	22	27	27	41	29	32	55
APC1	43	25	33	39	31	25	16	27	25	25	19	25	40	24	26	76
PSD1	33	23	26	23	32	9	14	23	14	24	13	20	26	23	18	36
FMP41	45	20	29	41	26	23	12	42	20	21	9	20	44	39	19	89
SKO1	59	27	28	38	30	18	15	31	28	14	17	26	35	34	25	74
BNI5	32	12	14	24	14	8	6	18	15	11	5	14	21	15	20	36
YNL165W	36	14	18	24	20	5	6	14	15	11	8	12	21	15	14	32
IBD2	32	18	25	59	22	5	10	24	31	15	9	17	50	23	27	52
RIA1	34	10	15	28	13	6	7	11	16	6	6	13	24	14	13	38
YNL162W-A	38	13	11	28	13	6	7	15	14	6	6	10	24	16	13	34
RPL42A	48	28	37	40	38	25	16	30	27	28	26	19	41	28	21	47
CBK1	32	21	21	46	26	8	23	26	21	20	14	24	41	34	21	63
YGP1	73	22	38	38	21	15	13	42	34	18	21	20	43	36	21	44
ASI2	31	15	13	26	21	8	7	14	16	7	8	13	18	19	16	31
PGA1	31	13	14	26	16	8	7	13	19	7	8	15	18	16	21	31
IGO1	19	6	8	11	7	10	4	12	8	8	8	4	10	9	8	10
NSG2	61	33	41	34	34	11	13	31	32	25	23	23	42	20	26	50
YNL155W	58	24	32	37	28	23	11	38	21	25	12	28	45	27	31	59
YCK2	55	15	28	29	19	8	6	16	24	6	9	29	29	20	25	73
GIM3	22	21	18	17	19	11	9	19	17	9	10	11	20	17	10	23
YNL152W	23	11	19	17	10	10	9	18	17	9	11	21	20	17	19	22
RPC31	81	28	37	39	33	14	19	25	41	21	14	23	30	29	28	37
PGA2	13	3	12	15	5	3	7	3	12	7	6	14	12	5	15	17
ALF1	36	16	20	12	17	4	10	15	13	12	6	20	18	14	14	40
LSM7	40	20	15	12	14	6	10	20	14	12	4	16	18	13	17	36
YNL146C-A	14	7	10	12	6	3	2	5	11	4	12	9	12	2	12	12
YNL146W	12	9	5	12	12	12	2	10	2	4	3	7	12	11	6	14
MFA2	52	26	22	45	35	15	9	15	21	14	8	15	37	19	19	43
YNL144C	51	25	31	28	30	26	14	35	23	26	20	28	32	28	31	71
MEP2	63	23	36	44	33	15	12	28	25	16	9	28	46	33	21	67
AAH1	69	24	23	50	28	12	7	31	28	21	7	10	42	21	29	97
RLR1	22	18	16	29	19	8	12	19	16	12	12	17	28	20	17	49
YSF3	49	17	19	29	17	12	12	16	20	12	8	18	28	16	19	22
SRV2	38	17	20	35	20	7	11	12	20	7	11	24	32	20	19	34
NAM9	28	17	25	27	19	11	13	18	23	13	12	12	28	19	10	36
EAF7	36	12	18	27	10	12	13	25	19	13	11	17	28	23	19	28
FPR1	34	9	14	18	11	12	9	14	10	10	6	12	20	15	9	20
YNL134C	53	26	23	37	29	28	25	32	24	24	18	26	32	37	26	59
FYV6	21	9	9	12	8	9	7	11	13	5	6	9	9	13	11	23
TF(GAA)N	23	9	11	12	11	6	7	9	13	5	9	9	9	13	8	21
KRE33	54	14	26	38	20	12	7	12	29	11	6	19	29	14	26	43
TOM22	35	21	14	25	16	13	12	13	15	6	4	16	30	14	10	30
CPT1	43	18	17	48	24	11	10	24	27	13	10	18	32	27	31	59
YNL130C-A	5	7	4	5	4	3	3	12	4	5	2	1	8	7	3	14
NRK1	14	1	12	5	3	2	3	4	7	5	3	7	8	4	4	5
TEP1	39	9	8	17	9	6	4	2	12	2	1	6	14	4	7	15
FAR11	35	7	22	34	14	6	6	12	16	9	13	21	34	16	17	60
SPC98	40	20	16	49	23	12	13	19	21	13	16	17	40	22	22	34
ESBP6	56	29	26	36	25	21	18	40	28	23	18	18	39	31	24	67
NAF1	44	17	39	35	28	15	25	25	29	31	32	32	34	30	28	55
NMA111	42	17	20	35	14	3	7	15	20	5	6	14	38	14	12	51
YNL122C	51	19	17	33	23	7	4	17	13	9	4	12	32	17	13	41
TOM70	76	32	35	49	39	11	9	22	36	10	17	23	42	27	25	46
NCS2	46	23	22	49	25	17	9	35	27	10	10	33	42	36	38	77
DCP2	66	29	26	50	27	23	17	27	37	18	24	20	42	23	32	38
