; oligo-analysis  -v 1 -sort -i $RSAT/public_html/tmp/www-data/2020/02/17/retrieve-seq_2020-02-17.102400_zNNOQn.fasta.fasta -format fasta -return occ -table -1str -quick_if_possible -seqtype dna -bg upstream-noorf -org Escherichia_coli_GCF_000005845.2_ASM584v2 -pseudo 0.01 -l 2 -o $RSAT/public_html/tmp/www-data/2020/02/17/oligo-analysis_2020-02-17.120653_hiGSOB_2nt.tab
; Citation: van Helden et al. (1998). J Mol Biol 281(5), 827-42. 
; Program version              	1.169
; Slow counting mode           
; Oligomer length              	2
; Input file                   	$RSAT/public_html/tmp/www-data/2020/02/17/retrieve-seq_2020-02-17.102400_zNNOQn.fasta.fasta
; Input format                 	fasta
; Output file                  	$RSAT/public_html/tmp/www-data/2020/02/17/oligo-analysis_2020-02-17.120653_hiGSOB_2nt.tab
; Count overlapping matches
; Counted on a single strand
; Number of output patterns	16
# seq	aa	ac	ag	at	ca	cc	cg	ct	ga	gc	gg	gt	ta	tc	tg	tt
puuE	7	2	3	1	1	2	2	0	4	0	1	4	1	2	3	3
pspF	15	7	8	17	11	4	4	9	12	8	3	8	8	10	16	25
pspA	25	8	9	17	16	3	4	8	10	8	4	7	8	12	11	15
pspB	3	3	3	2	3	4	8	3	2	6	3	3	3	5	0	1
pspD	2	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1
pspE	9	2	4	8	5	1	3	2	4	4	7	3	5	5	3	8
ycjM	16	13	8	14	14	13	11	14	9	13	7	10	11	14	13	31
ycjN	3	1	1	1	1	0	0	1	1	0	1	0	0	2	0	0
ycjO	1	2	2	1	3	3	1	0	2	1	2	0	0	1	0	0
ycjQ	2	1	4	0	2	1	1	1	1	2	2	2	2	1	0	7
ycjR	8	0	1	1	1	0	0	0	2	0	1	0	0	1	1	1
ycjS	0	0	1	0	0	0	0	1	1	0	1	1	0	1	0	2
ycjV	4	1	1	1	2	0	0	0	1	0	1	0	0	1	0	0
ompG	5	3	4	5	5	4	0	0	3	1	7	0	4	1	0	1
ycjW	13	7	7	12	10	10	8	9	12	9	9	10	4	11	16	7
ycjX	7	10	9	12	16	9	8	7	11	9	10	7	4	12	10	13
tyrR	9	4	5	14	8	10	6	7	7	5	5	12	8	13	13	20
tpx	11	6	7	8	4	1	6	7	5	7	5	12	12	4	11	11
ycjG	11	12	7	8	11	5	6	7	4	7	1	6	12	5	4	11
mpaA	23	10	7	11	10	5	5	5	12	6	2	3	5	5	9	7
ymjC	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3
ycjY	16	8	4	20	11	5	4	7	9	1	5	5	13	13	7	8
pgrR	8	5	7	20	7	5	4	4	13	1	5	8	13	9	11	16
mppA	27	21	10	31	15	6	15	21	21	11	11	17	26	18	24	61
ynaI	10	7	6	14	7	11	6	13	12	8	9	5	9	11	12	12
insH1	12	5	13	14	12	9	6	6	11	8	11	7	9	12	7	10
ynaJ	39	14	19	21	16	9	11	12	22	12	16	13	15	14	17	21
uspE	9	8	6	15	12	5	2	10	7	3	5	9	10	13	11	25
fnr	23	14	10	17	12	6	2	15	8	7	5	8	20	8	11	27
ogt	1	1	2	0	0	0	1	0	3	0	1	0	0	0	0	0
abgT	8	7	1	1	7	3	2	0	2	2	1	0	0	0	1	0
abgA	23	15	8	13	9	5	8	8	13	4	9	12	14	6	12	15
abgR	15	12	8	13	12	9	8	8	6	4	5	15	14	13	9	23
mcaS	31	14	9	27	16	12	10	6	10	7	5	12	24	12	9	22
smrA	22	12	6	27	9	5	10	9	12	7	12	14	24	10	16	31
ydaM	34	11	8	30	18	12	9	14	11	11	5	12	20	19	17	22
ydaN	22	12	14	30	17	5	9	8	19	11	12	11	20	11	18	34
fnrS	15	4	5	6	8	4	4	8	2	6	3	4	5	9	3	8
dbpA	14	16	12	22	13	32	19	14	25	15	4	10	12	15	18	18
ttcA	6	2	4	3	4	8	0	1	3	3	0	2	3	0	4	7
ydaQ	6	3	4	9	7	2	4	4	3	6	4	3	5	6	5	6
ralA	10	4	4	13	7	4	4	5	7	7	2	3	7	5	9	11
ralR	8	2	2	5	3	3	2	2	3	4	2	2	3	1	5	8
recE	16	5	7	8	7	2	4	4	7	6	4	6	6	4	8	6
racC	13	4	4	7	3	2	2	4	6	3	3	1	6	3	4	8
kilR	46	21	25	27	26	19	21	19	22	24	31	38	24	21	38	38
sieB	38	38	19	27	38	31	21	25	21	24	19	21	24	22	26	46
ydaF	2	0	0	1	1	0	1	0	1	1	0	0	0	1	0	1
ydaG	18	20	23	21	26	31	15	12	13	20	21	15	24	13	11	24
racR	17	6	9	12	9	4	5	5	7	10	7	5	12	2	8	4
ydaS	4	5	5	12	8	7	5	9	2	10	4	6	12	7	9	17
ydaT	4	1	2	3	3	0	0	0	2	1	1	0	0	2	1	1
ydaU	3	0	1	0	1	1	0	0	0	1	0	1	0	1	0	2
ydaV	0	1	0	0	0	1	0	1	1	0	0	0	0	0	1	0
rzoR	17	10	11	15	13	6	16	13	14	20	7	11	8	12	19	6
trkG	17	4	12	21	8	0	0	3	11	2	4	7	17	5	8	17
ynaK	8	8	6	13	10	8	2	10	4	8	6	8	13	6	12	14
tmpR	20	14	19	32	13	17	17	22	25	20	18	30	27	18	39	39
lomR	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
insH1	20	23	15	20	30	31	24	14	17	23	20	18	10	23	19	14
stfR	2	3	5	2	5	4	3	1	2	5	8	6	3	1	5	8
pinR	41	28	6	30	28	12	13	16	13	8	7	10	23	21	12	47
ynaE	49	31	22	66	45	25	11	31	21	20	8	14	52	37	22	45
ttcC	7	11	3	17	14	10	11	12	7	14	5	5	11	11	12	25
uspF	14	7	3	10	6	7	5	14	4	7	7	7	9	11	10	18
ompN	29	10	11	28	11	6	7	10	12	6	10	7	27	11	7	34
micC	34	7	10	28	7	10	7	11	11	6	6	10	27	12	11	29
pfo	26	11	14	19	20	14	15	16	13	26	13	9	11	13	19	33
ydbJ	33	9	16	19	19	13	15	14	13	26	14	11	11	13	20	26
hslJ	9	4	7	9	8	12	1	10	8	4	3	3	5	11	7	8
ldhA	25	6	12	22	12	4	5	7	9	9	7	14	19	9	14	32
ydbH	32	14	7	22	14	7	5	12	9	9	4	6	19	9	12	25
ydbL	0	0	0	1	0	0	0	0	1	0	1	1	0	0	2	0
feaR	22	17	13	16	22	8	10	15	10	15	1	13	14	15	15	28
feaB	28	13	15	16	15	1	10	13	15	15	8	17	14	10	22	22
tynA	21	20	12	17	24	13	8	13	13	16	12	14	13	9	23	18
paaZ	30	16	14	31	21	6	11	8	15	9	2	17	25	15	16	47
paaA	47	17	8	31	16	2	11	14	15	9	6	16	25	15	21	30
paaB	2	0	1	1	1	0	0	0	2	0	1	0	0	1	0	1
paaC	1	0	0	0	0	0	1	0	1	0	2	1	0	1	0	0
paaD	0	0	3	1	1	0	0	0	3	0	3	1	0	0	1	0
paaE	0	0	0	1	0	1	0	0	1	1	1	0	0	0	1	0
paaK	1	3	1	2	3	3	1	2	1	2	0	1	3	1	1	0
paaX	10	7	6	7	8	5	6	5	7	6	7	6	6	5	7	1
ynbG	28	9	9	22	11	9	3	6	9	4	3	3	19	8	4	13
ydbA	13	3	6	22	4	3	3	9	8	4	9	9	19	9	11	28
insC1	23	16	13	15	17	14	4	12	10	5	6	11	17	12	10	22
insI1	22	11	12	15	10	6	4	13	12	5	14	16	17	10	17	23
ydbC	7	11	8	15	12	7	11	11	7	10	9	15	15	13	14	41
ydbD	7	1	3	7	4	2	1	2	4	3	4	1	3	2	4	13
ynbA	15	8	5	22	10	9	7	6	13	5	8	7	13	10	13	18
ynbC	5	0	3	1	0	0	0	0	3	0	1	0	1	0	0	0
ynbD	1	2	0	0	0	0	3	0	1	0	1	2	1	1	0	0
azoR	19	9	11	20	14	5	9	10	9	12	10	11	16	13	12	19
hrpA	19	11	10	20	12	10	9	11	13	12	5	9	16	9	14	19
ydcF	34	10	18	22	13	11	10	18	15	14	16	10	22	17	11	29
aldA	17	14	4	16	13	13	6	13	11	6	3	9	9	13	16	32
gapC	19	11	7	15	13	13	8	9	10	5	7	9	9	15	9	28
cybB	28	9	9	15	9	7	8	7	15	5	13	11	9	10	13	19
rydC	17	6	6	26	6	4	8	3	13	4	10	8	18	7	12	21
ydcA	21	8	3	26	12	10	8	6	7	4	4	6	18	13	6	17
trg	28	13	20	21	20	14	13	14	17	12	13	19	18	22	15	35
ydcI	22	12	8	20	18	6	9	13	6	11	5	14	15	17	14	25
ydcJ	25	14	13	20	14	5	9	8	17	11	6	12	15	6	18	22
opgD	28	14	10	22	21	11	9	12	13	12	7	5	11	16	11	21
ydcH	7	7	7	7	8	8	8	9	6	6	8	12	7	12	9	17
rimL	4	4	5	3	4	4	2	5	4	6	4	0	3	1	4	8
ydcK	11	4	8	12	6	3	4	7	6	7	4	6	12	5	7	20
tehA	20	6	7	12	7	4	4	8	5	7	3	4	12	6	6	11
ydcL	34	18	16	22	16	10	12	19	18	14	10	12	22	15	16	46
insP	6	6	1	3	6	4	2	5	2	1	4	5	3	6	5	7
insQ	7	5	5	3	5	4	2	1	6	1	4	6	3	2	6	6
ydcO	8	10	2	4	4	3	9	7	5	7	5	6	7	3	6	4
ydcN	4	6	7	4	6	5	9	2	3	7	3	10	7	5	4	8
ydcP	9	3	3	5	3	2	6	5	3	8	4	2	5	3	3	7
yncJ	38	8	15	18	16	9	11	10	11	17	9	9	13	12	12	12
hicA	12	9	10	18	12	9	11	15	12	17	9	8	13	11	16	38
hicB	8	2	4	4	3	1	3	0	5	2	1	2	2	2	2	3
ydcR	8	7	3	9	6	1	4	3	6	2	0	3	8	4	4	9
ydcS	22	15	16	20	13	10	12	15	15	14	14	9	23	11	10	24
ydcT	0	0	0	0	0	0	1	3	0	2	3	1	0	1	2	3
patD	1	2	1	3	2	1	0	2	2	1	1	0	2	0	2	0
yncL	24	10	10	18	18	8	9	5	9	12	8	9	12	10	10	21
ydcX	21	9	5	18	10	8	9	10	10	12	8	10	12	9	18	24
ydcY	7	7	5	8	7	1	3	6	7	4	5	2	5	5	5	7
mnaT	8	6	8	20	17	8	7	9	8	12	9	8	8	16	13	22
curA	22	8	9	20	13	9	7	8	16	12	8	6	8	8	17	8
mcbR	27	12	12	14	18	7	6	9	7	13	11	8	13	8	10	21
yncD	17	14	2	24	14	10	12	16	9	11	6	10	17	18	15	45
yncE	45	10	16	24	15	6	12	2	18	11	10	14	17	9	14	17
ansP	23	11	18	29	21	11	7	7	15	10	15	15	22	14	15	32
yncG	32	15	7	29	15	15	7	18	14	10	11	11	22	15	21	23
yncH	7	3	3	12	4	2	1	1	4	1	4	4	10	3	4	11
rhsE	39	22	20	57	31	22	18	19	27	17	21	34	40	30	40	62
yncI	36	13	14	16	15	4	4	5	17	6	10	3	11	5	9	12
ydcC	28	11	13	15	12	3	2	9	13	5	5	5	15	7	7	25
pptA	8	8	2	9	8	3	4	5	4	4	4	6	7	6	8	12
yddH	13	12	4	11	8	10	18	10	7	13	7	8	12	11	6	21
nhoA	21	8	10	11	6	7	18	4	11	13	10	12	12	7	8	13
yddE	1	4	6	3	6	8	4	7	4	6	5	3	4	7	3	6
narZ	3	3	6	9	9	6	4	2	8	4	3	5	1	9	6	2
narU	25	18	11	32	20	18	8	23	11	10	8	20	30	23	22	43
yddK	4	1	3	4	3	2	0	2	3	1	0	2	1	3	3	2
yddL	39	12	6	36	14	8	12	9	9	3	5	11	31	20	5	38
yddG	40	14	14	13	16	9	10	15	12	17	7	5	13	11	10	24
fdnG	24	5	15	13	10	7	10	14	11	17	9	14	13	12	16	40
fdnH	1	1	1	0	1	0	1	0	1	1	4	0	0	0	0	0
yddM	13	9	10	10	10	5	6	9	12	10	8	8	8	6	13	7
adhP	9	5	7	10	8	12	5	13	7	9	9	4	7	12	7	8
maeA	17	8	9	12	10	12	6	6	11	9	7	7	8	6	12	15
sra	7	5	6	5	3	2	5	8	5	7	8	7	9	4	7	12
bdm	51	22	15	45	26	15	12	15	22	13	13	8	34	18	16	18
osmC	18	8	15	45	16	13	12	15	18	13	15	22	34	22	26	51
ddpA	2	1	1	0	1	0	0	1	1	0	1	1	0	2	1	0
ddpX	26	16	10	18	20	14	13	20	10	19	9	8	14	17	14	28
dosP	1	0	3	3	2	1	1	0	2	3	2	1	1	1	2	0
dosC	38	21	15	35	20	21	13	26	15	13	8	19	35	25	19	39
yddW	9	8	7	11	8	5	8	7	10	7	7	7	8	7	9	11
gadC	20	13	6	8	9	7	12	4	9	4	13	11	9	8	6	15
gadB	46	20	14	45	25	11	13	11	15	12	8	14	40	17	14	55
pqqL	3	2	1	2	0	3	5	1	1	2	4	3	4	3	0	9
yddB	9	2	2	4	1	2	1	2	2	2	1	1	5	0	2	0
yddA	29	12	7	39	24	15	7	19	9	12	9	8	26	26	15	32
ydeM	2	1	3	4	1	4	6	3	4	6	2	0	3	2	2	7
ydeN	43	21	17	45	25	12	10	23	17	17	8	17	41	20	24	60
ydeO	22	3	4	9	3	0	1	1	4	1	1	3	9	1	3	8
safA	22	15	11	24	17	11	6	25	10	13	1	6	24	20	12	29
ydeP	34	14	18	42	15	14	10	18	20	13	4	15	39	16	21	39
ydeQ	4	1	2	7	1	2	3	4	3	1	1	1	6	6	0	15
ydeR	0	0	3	1	2	0	0	0	2	0	0	1	0	2	0	0
ydeS	2	1	1	2	1	0	0	0	2	0	1	0	1	0	0	1
ydeT	27	14	12	25	21	9	5	15	6	13	3	15	24	14	17	33
yneL	19	12	17	29	19	13	11	19	19	18	19	22	21	19	30	29
hipB	17	10	9	24	8	14	18	12	14	16	8	8	20	13	11	19
yneO	62	25	24	57	32	12	12	30	24	20	16	16	50	29	24	66
lsrK	6	6	7	9	4	3	4	2	11	3	5	1	7	1	4	4
lsrR	24	11	13	26	19	7	6	7	16	9	5	16	14	12	22	40
lsrA	40	16	7	26	22	5	6	13	12	9	7	11	14	16	19	24
lsrB	0	0	1	2	0	0	0	1	1	0	1	0	1	2	0	1
lsrF	2	2	2	1	1	1	1	1	1	1	1	3	3	0	2	3
lsrG	3	0	3	2	0	0	1	2	4	1	2	0	1	1	1	1
tam	9	3	1	5	2	0	4	2	3	3	6	2	5	2	2	6
yneE	13	14	10	16	12	12	10	11	8	10	7	15	20	10	13	24
uxaB	23	13	9	21	19	10	10	11	11	9	10	11	13	17	12	26
yneF	8	4	5	9	6	6	6	7	6	8	7	6	6	7	8	11
glsB	2	3	6	4	5	2	4	5	5	4	3	3	4	6	2	4
sad	10	3	7	13	6	4	4	5	6	4	2	4	10	8	4	9
yneJ	9	4	5	13	4	2	4	7	8	4	4	3	10	6	6	10
yneK	3	2	2	12	1	1	2	6	5	4	4	4	10	3	8	9
ydeA	14	12	6	14	14	6	11	6	12	5	1	7	5	14	7	14
marC	19	12	14	18	16	14	5	9	11	12	8	11	17	6	15	23
marR	23	11	9	18	15	8	5	14	6	12	14	12	17	11	16	19
marA	5	2	2	1	1	0	1	0	2	0	1	1	1	0	1	0
marB	5	4	1	1	3	0	2	1	3	1	1	2	0	2	3	1
eamA	27	6	15	14	8	4	12	6	13	12	5	15	15	8	13	20
ydeE	20	15	6	14	13	5	12	15	8	12	4	6	15	13	8	27
yneM	18	9	9	10	10	4	4	6	8	4	5	4	11	7	3	13
mgrR	5	4	1	3	3	1	1	4	3	2	0	3	2	3	5	4
dgcZ	25	12	12	26	12	5	7	16	16	11	12	10	22	12	18	37
ydeI	36	10	12	31	14	6	4	16	9	10	5	14	30	14	17	46
ydeJ	46	14	16	31	17	5	4	12	14	10	6	10	30	9	14	36
dcp	11	9	9	8	10	4	7	10	8	9	7	8	9	8	9	9
ydfG	9	8	10	8	9	7	7	9	8	9	4	9	9	8	10	11
rspR	10	8	5	3	8	3	4	5	3	5	4	6	6	4	5	8
ydfZ	21	7	9	15	13	12	7	10	11	8	8	7	7	15	10	15
ydfI	7	4	4	12	4	6	1	5	4	2	5	1	11	4	2	15
ydfJ	4	5	5	4	3	3	3	3	3	2	1	3	8	2	0	7
ydfK	50	31	22	67	45	26	10	30	21	19	7	14	53	36	22	46
pinQ	41	28	6	30	28	12	13	16	13	8	7	10	23	21	12	47
nohQ	27	17	12	29	12	19	25	19	24	15	21	30	23	24	31	59
ynfO	59	30	19	29	31	21	25	12	24	15	19	17	23	24	12	27
ydfO	3	3	4	7	5	4	2	3	3	3	2	2	5	4	2	4
gnsB	17	9	6	19	8	1	4	11	11	4	3	11	15	10	17	24
ynfN	34	19	14	36	25	12	8	17	20	10	14	21	24	22	28	40
cspI	48	9	13	38	15	9	6	22	13	9	17	21	32	25	23	61
rzoQ	20	5	10	19	9	4	11	8	16	12	14	10	8	11	18	13
ydfR	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0
essQ	54	33	18	45	31	17	15	29	21	18	21	27	44	24	33	69
cspB	32	15	18	25	15	6	10	19	18	11	10	20	25	18	21	36
cspF	36	20	19	25	21	10	10	18	18	11	6	15	25	18	15	32
quuQ	1	1	2	0	0	0	1	0	3	1	1	1	0	0	1	0
ydfU	23	25	14	20	29	23	27	26	17	30	21	13	12	28	19	18
rem	18	9	14	12	9	15	15	11	16	14	23	8	10	12	9	20
hokD	4	6	6	2	7	2	3	6	6	6	3	3	0	4	6	6
relB	3	2	3	1	1	0	0	0	2	0	1	3	3	0	2	2
ydfV	2	3	0	1	2	1	0	3	0	0	0	2	3	2	1	3
flxA	28	15	11	14	15	10	12	7	14	14	5	6	10	5	11	24
dicC	9	4	4	8	2	0	1	6	2	2	1	8	12	3	7	13
dicA	13	8	6	8	7	1	1	4	3	2	0	4	12	2	2	9
ydfA	12	11	10	16	20	7	5	7	5	9	6	10	12	12	9	14
ydfC	4	2	4	1	3	1	3	0	3	3	1	1	1	1	0	0
dicF	26	18	21	16	17	22	28	14	19	25	27	27	19	16	22	22
dicB	18	11	7	11	12	4	9	6	10	10	12	14	8	6	18	17
ydfE	11	2	4	11	8	4	2	3	2	3	5	6	7	8	5	10
insD1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
intQ	2	1	0	1	3	1	0	0	0	1	2	0	0	1	0	0
rspB	1	0	2	1	0	0	0	0	2	0	1	1	2	0	0	0
rspA	17	10	13	21	18	4	8	9	12	10	5	10	14	16	10	27
ynfA	12	9	6	18	9	7	4	5	10	3	5	7	13	6	11	8
ynfB	8	7	5	18	11	5	4	6	6	3	7	9	13	10	9	12
speG	3	2	2	3	1	1	1	1	3	0	2	3	3	0	3	5
ynfC	8	7	6	9	4	1	3	13	6	5	1	6	12	7	8	10
ynfD	10	6	13	9	8	1	3	6	7	5	1	7	12	6	4	8
ynfE	21	15	6	27	11	11	8	11	13	5	7	4	24	9	8	17
ynfF	9	4	3	6	6	3	1	1	4	2	1	3	3	1	6	6
ynfG	0	0	2	0	0	2	0	0	1	1	1	1	1	0	0	0
dmsD	3	2	2	3	5	2	2	0	2	3	6	2	1	1	3	4
clcB	9	10	4	18	16	10	14	13	5	18	7	9	11	15	13	21
ynfK	12	5	7	10	7	3	2	7	4	5	7	7	11	5	8	23
mlc	20	6	9	12	7	5	8	4	10	9	5	6	10	4	8	10
ynfL	16	1	5	16	3	2	1	7	5	3	4	5	14	7	7	9
ynfM	9	5	7	16	7	4	1	5	7	3	2	1	14	5	3	16
asr	46	26	23	36	29	26	22	18	15	22	15	27	41	21	19	36
ydgU	7	4	6	2	3	7	9	5	2	11	7	7	7	2	4	8
ydgD	3	4	5	11	5	9	2	5	4	1	2	8	11	7	6	15
mdtJ	39	21	19	32	24	15	22	30	21	26	14	17	28	29	22	51
tqsA	51	17	30	32	22	14	22	19	29	26	15	21	28	21	24	39
pntB	1	1	0	1	1	0	0	0	0	0	3	1	1	0	0	0
pntA	44	29	23	46	31	17	26	24	22	24	20	33	44	29	30	57
ydgH	59	33	26	44	30	17	27	22	30	27	18	28	43	19	32	44
ydgI	10	8	5	18	14	12	11	13	4	13	4	6	13	16	8	29
folM	3	1	3	4	3	2	3	0	3	1	2	2	2	3	1	2
ydgC	16	11	6	10	9	1	5	7	4	2	4	10	13	8	6	15
rstA	15	10	7	10	6	4	5	6	8	2	1	11	13	4	9	16
rstB	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
tus	9	7	3	6	5	1	4	4	2	3	2	8	9	2	6	3
fumC	27	7	13	8	10	4	5	3	9	8	9	7	8	4	6	13
fumA	28	12	17	10	14	13	6	8	11	8	9	14	15	8	9	15
manA	15	14	8	10	9	9	6	17	8	8	13	12	15	11	14	28
ydgA	11	4	5	10	6	4	2	9	4	7	4	1	9	6	4	13
uidC	10	2	2	5	5	0	0	1	1	1	1	1	3	3	1	1
uidA	25	13	14	34	20	18	18	26	16	16	17	27	25	35	27	58
uidR	25	21	9	14	16	7	13	14	8	12	10	14	21	10	12	13
hdhA	8	5	6	7	6	5	1	10	3	4	7	8	9	8	8	15
malI	27	9	13	18	11	1	9	5	11	6	8	10	17	11	5	12
malX	12	10	5	18	5	8	9	13	11	6	1	9	17	11	11	27
malY	1	0	1	2	0	0	0	0	2	0	1	0	1	0	0	0
add	13	4	3	8	5	7	7	3	4	8	2	6	6	3	8	15
ydgJ	21	11	16	21	16	7	4	14	12	12	12	12	20	12	16	35
blr	35	12	14	21	16	12	4	16	12	12	7	11	20	12	16	21
cnu	14	12	10	27	17	12	9	15	11	13	11	17	21	16	21	45
ydgK	11	2	6	7	0	6	5	6	5	6	2	4	9	3	4	8
rsxA	7	4	3	4	2	4	4	6	3	5	5	3	7	3	4	11
rsxG	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
rsxE	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
dtpA	73	31	22	45	35	27	20	20	24	22	12	24	40	22	28	54
gstA	11	11	7	2	9	4	5	7	3	6	4	3	7	4	1	20
pdxY	6	3	5	3	3	4	0	2	5	1	8	3	3	2	4	5
tyrS	12	4	5	11	6	2	6	11	5	8	6	8	8	11	11	13
pdxH	7	5	3	3	6	5	4	1	3	4	4	2	2	3	1	4
mliC	5	6	7	4	4	6	6	6	7	4	8	6	6	6	4	11
anmK	41	14	10	34	24	10	8	6	17	8	9	16	17	16	23	19
slyB	19	16	6	34	23	9	8	10	16	8	10	14	17	17	24	41
slyA	31	9	11	24	11	4	8	9	10	13	2	6	23	6	10	22
ydhI	22	6	9	24	10	2	8	11	6	13	4	9	23	10	11	31
ydhJ	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
sodC	8	6	4	5	7	3	3	4	4	4	5	5	4	4	5	8
ydhF	3	2	3	6	1	2	2	6	4	2	1	1	5	5	2	2
ydhL	9	4	10	6	6	1	3	6	6	6	7	9	9	5	7	7
nemR	7	9	6	6	7	7	3	10	5	6	1	4	9	6	6	9
nemA	0	3	3	2	4	3	2	1	3	2	3	0	1	1	0	7
gloA	12	4	5	6	5	4	5	3	4	7	2	2	6	2	4	8
rnt	7	3	4	11	7	5	9	6	4	10	2	4	7	9	6	7
lhr	2	3	5	13	8	3	5	4	8	7	5	3	6	7	8	4
grxD	56	11	28	27	19	10	14	12	26	24	8	16	22	10	24	25
mepH	25	16	12	27	24	8	14	28	10	24	10	11	22	26	19	56
sodB	12	9	7	10	9	6	3	8	2	6	5	8	15	5	6	15
ydhP	11	2	8	11	6	6	9	12	9	11	6	10	6	15	13	29
ynhF	45	22	16	16	22	10	15	11	15	13	19	20	17	13	18	25
purR	25	20	11	16	18	19	15	16	13	13	10	22	17	15	22	45
ydhB	16	5	6	9	6	2	3	6	6	4	5	9	8	6	9	11
ydhC	11	9	6	9	9	5	3	6	6	4	2	5	8	6	6	16
cfa	21	16	14	24	10	11	16	22	18	11	14	15	26	21	14	36
ribC	25	8	19	14	11	10	3	13	15	10	10	13	15	9	15	23
mdtK	23	13	13	14	15	10	3	19	9	10	10	8	15	15	11	25
ydhQ	30	15	23	25	24	8	12	10	17	18	18	18	21	14	18	35
valV	35	18	10	25	18	18	12	23	14	18	8	15	21	17	24	30
valW	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0
ydhR	7	3	4	8	3	4	4	13	5	2	2	7	7	15	5	17
ydhS	22	6	6	10	9	5	4	9	5	4	4	5	9	11	4	11
ydhT	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
ydhX	2	2	7	7	7	1	0	1	5	3	9	3	3	3	5	4
ydhW	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
ydhV	7	0	1	2	1	0	0	1	1	1	1	0	0	2	1	1
ydhY	47	12	23	55	26	5	13	23	21	19	19	24	44	30	28	64
ydhZ	67	17	31	41	27	12	22	17	29	24	18	43	34	25	43	49
pykF	50	42	22	32	41	20	23	33	28	25	12	20	27	30	28	66
lpp	45	11	11	36	15	10	11	20	17	12	7	9	27	23	16	39
ldtE	8	11	10	7	15	6	7	6	8	8	11	11	5	9	10	15
sufE	0	1	2	0	2	0	0	1	1	1	3	0	0	0	0	0
sufC	3	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0
sufB	0	1	0	0	0	0	1	1	0	1	1	1	1	0	0	0
sufA	33	20	16	26	21	14	8	27	11	18	9	14	29	18	20	41
rydB	15	8	5	12	5	10	9	12	7	8	5	8	13	10	10	15
ydiH	8	5	6	6	7	1	4	6	4	6	5	11	6	5	11	7
ydiJ	36	31	19	22	34	17	24	24	18	26	11	23	20	25	24	33
ydiK	33	23	24	22	24	11	24	19	25	26	17	31	20	18	34	36
rprA	12	9	7	14	9	13	9	18	7	14	3	7	14	14	12	22
ydiL	6	8	5	13	12	8	5	11	3	9	1	5	10	11	8	21
ydiM	12	10	5	5	9	3	3	6	6	4	2	4	5	4	6	14
ydiN	35	14	10	23	16	5	9	13	12	9	9	9	20	15	11	15
ydiB	1	0	2	1	0	0	0	0	1	0	1	1	1	0	0	2
aroD	6	1	3	0	2	1	2	1	2	3	3	2	1	0	2	0
ydiF	22	5	3	17	8	7	8	7	6	6	7	5	12	12	5	11
ydiO	1	0	2	2	1	0	0	0	1	0	1	1	2	0	1	0
ydiP	36	11	12	28	17	11	19	15	13	23	16	20	21	18	24	30
ydiQ	30	20	15	28	24	16	19	12	18	23	11	11	21	13	17	36
ydiR	3	2	3	0	0	1	2	1	3	1	1	0	1	0	0	0
ydiS	5	4	3	2	5	6	4	3	2	5	4	1	2	4	1	3
fadK	1	2	3	4	6	6	3	3	3	4	3	3	0	7	4	3
ppsA	47	12	15	34	20	7	15	8	19	13	8	19	22	18	22	52
ppsR	52	19	8	34	22	8	15	15	18	13	7	12	22	19	20	47
aroH	8	10	10	10	13	8	8	9	9	12	4	9	8	8	12	17
ydiE	11	4	2	18	9	4	3	9	4	8	4	5	10	9	12	18
ydiU	4	5	5	2	3	3	2	6	5	1	3	5	4	4	4	5
ydiV	34	13	10	24	10	14	10	12	17	5	12	13	20	15	15	21
nlpC	15	5	4	7	3	1	5	2	6	2	4	3	8	3	2	6
btuE	10	6	5	3	4	4	3	3	6	2	2	1	4	1	2	5
btuC	11	8	5	4	7	5	6	9	6	6	3	3	4	9	4	9
ihfA	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
pheT	1	0	2	2	1	0	0	0	2	1	2	0	1	0	0	1
pheS	35	16	27	12	19	17	16	11	24	21	17	15	11	10	17	14
pheM	15	5	11	4	9	7	5	7	6	7	4	7	6	9	3	16
rplT	4	4	5	5	3	1	2	1	4	2	1	2	7	0	0	10
rpmI	7	3	6	3	5	3	4	7	3	7	6	8	5	6	7	15
infC	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
thrS	52	27	18	44	29	13	22	24	30	20	17	36	31	28	46	62
arpB	64	37	26	46	46	16	23	17	31	20	13	25	32	29	26	48
yniD	15	16	6	17	16	11	8	7	9	8	3	7	14	6	10	17
ydiY	35	9	12	31	11	10	11	17	17	12	10	9	25	17	15	44
